来源	文件	位置	原文	参考译文	填写中文	长度状态
TBL	tbl2.pak	*	Dragon Clan Equip (Top)		那美克龍族裝備(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Dragon Clan Equip (Pants)		那美克龍族裝備(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Dragon Clan Equip (Shoes)		那美克龍族裝備(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Heal Demon Battle Equip (Top)		治癒惡魔戰鬥裝備（上）	wildcard_utf16
TBL	tbl2.pak	*	Heal Demon Battle Equip (Pants)		治癒惡魔戰鬥裝備（下裝）	wildcard_utf16
TBL	tbl2.pak	*	Heal Demon Battle Equip (Shoes)		治癒惡魔戰鬥裝備（鞋）	wildcard_utf16
TBL	tbl2.pak	*	P Recovery Dragon Clan Equip (Top)		P恢復龍族裝備(上衣)	wildcard_utf16
TBL	tbl2.pak	*	"P""Recovery Dragon Clan Equip (Pants)"		恢復龍族裝備（下裝）	wildcard_utf16
TBL	tbl2.pak	*	"P""Recovery Dragon Clan Equip (Shoes)"		恢復龍族裝備（鞋）	wildcard_utf16
TBL	tbl2.pak	*	Devil's Battle Equip (Top)		魔鬼的戰鬥裝備(上衣)	wildcard_utf16
TBL	tbl2.pak	*	ONamekians from Dragon Clan used to\npractice most often wearing this in battle.			wildcard_utf16
TBL	tbl2.pak	*	Devil's Battle Equip (Pants)		魔鬼的戰鬥裝備(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Devil's Battle Equip (Shoes)		魔鬼的戰鬥裝備(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Gale Demon Battle Clothes (Top)		疾风恶魔戰鬥服裝(上衣)	wildcard_utf16
TBL	tbl2.pak	*	P3Ceremonial suit for the Namekians from Dragon Clan.		P3Ceremonial suit for the Namekians from 那美克龍族.	wildcard_utf16
TBL	tbl2.pak	*	P!Gale Demon Battle Clothes (Pants)		疾風惡魔戰鬥服（下裝）	wildcard_utf16
TBL	tbl2.pak	*	P!Gale Demon Battle Clothes (Shoes)		疾風惡魔戰鬥服（鞋）	wildcard_utf16
TBL	tbl2.pak	*	Grace Dragon Battle (Top)		Grace Dragon Battle （上）	wildcard_utf16
TBL	tbl2.pak	*	Grace Dragon Battle (Pants)		Grace Dragon Battle （裤）	wildcard_utf16
TBL	tbl2.pak	*	Grace Dragon Battle (Shoes)		Grace Dragon Battle （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Mountain Magic Equip (Top)		Mountain Magic Equip （上）	wildcard_utf16
TBL	tbl2.pak	*	Mountain Magic Equip (Pants)		Mountain Magic Equip （裤）	wildcard_utf16
TBL	tbl2.pak	*	Mountain Magic Equip (Shoes)		Mountain Magic Equip （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Exotic Dragon Equip (Top)		Exotic Dragon Equip （上）	wildcard_utf16
TBL	tbl2.pak	*	Exotic Dragon Equip (Pants)		Exotic Dragon Equip （裤）	wildcard_utf16
TBL	tbl2.pak	*	Exotic Dragon Equip (Shoes)		Exotic Dragon Equip （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Wave Suit (Top)		Wave Suit （上）	wildcard_utf16
TBL	tbl2.pak	*	Wave Suit (Pants)		Wave Suit （裤）	wildcard_utf16
TBL	tbl2.pak	*	Wave Suit (Shoes)		Wave Suit （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Every Day Clothes (Top)		Every Day Clothes （上）	wildcard_utf16
TBL	tbl2.pak	*	Every Day Clothes (Pants)		Every Day Clothes （裤）	wildcard_utf16
TBL	tbl2.pak	*	Every Day Clothes (Shoes)		Every Day Clothes （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Palm Magic Suit (Top)		掌心魔法套裝（上衣）	wildcard_utf16
TBL	tbl2.pak	*	Palm Magic Suit (Pants)		掌心魔法套裝（下裝）	wildcard_utf16
TBL	tbl2.pak	*	Palm Magic Suit (Shoes)		掌心魔法套裝（鞋子）	wildcard_utf16
TBL	tbl2.pak	*	Dragon Leather Suit (Top)		龍皮革套裝(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Dragon Leather Suit (Pants)		龍皮革套裝(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Traditional Magic Clothes (Top)		Traditional 魔法服裝 （上衣）	wildcard_utf16
TBL	tbl2.pak	*	P!Traditional Magic Clothes (Pants)		P!Traditional 魔法服裝 （下裝）	wildcard_utf16
TBL	tbl2.pak	*	P!Traditional Magic Clothes (Shoes)		P!Traditional 魔法服裝 （鞋子）	wildcard_utf16
TBL	tbl2.pak	*	Scaled Dragon Suit (Top)		Scaled Dragon Suit （上）	wildcard_utf16
TBL	tbl2.pak	*	Scaled Dragon Suit (Pants)		Scaled Dragon Suit （裤）	wildcard_utf16
TBL	tbl2.pak	*	Scaled Dragon Suit (Shoes)		Scaled Dragon Suit （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Shooting Star Wave Suit (Top)		流星波套裝（上衣）	wildcard_utf16
TBL	tbl2.pak	*	Shooting Star Wave Suit (Pants)		流星波套裝（下裝）	wildcard_utf16
TBL	tbl2.pak	*	Shooting Star Wave Suit (Shoes)		流星波套裝（鞋子）	wildcard_utf16
TBL	tbl2.pak	*	Every Day Space Suit (Top)		Every Day Space Suit （上）	wildcard_utf16
TBL	tbl2.pak	*	Every Day Space Suit (Pants)		Every Day Space Suit （裤）	wildcard_utf16
TBL	tbl2.pak	*	Every Day Space Suit (Shoes)		Every Day Space Suit （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Day by Day Clothes (Top)		Day by Day Clothes （上）	wildcard_utf16
TBL	tbl2.pak	*	Day by Day Clothes (Pants)		Day by Day Clothes （裤）	wildcard_utf16
TBL	tbl2.pak	*	Day by Day Clothes (Shoes)		Day by Day Clothes （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Magic Ritual Suit (Top)		Magic Ritual Suit （上）	wildcard_utf16
TBL	tbl2.pak	*	Magic Ritual Suit (Pants)		Magic Ritual Suit （裤）	wildcard_utf16
TBL	tbl2.pak	*	Magic Ritual Suit (Shoes)		Magic Ritual Suit （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Tiamat Wave Suit (Top)		Tiamat Wave Suit （上）	wildcard_utf16
TBL	tbl2.pak	*	Tiamat Wave Suit (Pants)		Tiamat Wave Suit （裤）	wildcard_utf16
TBL	tbl2.pak	*	Tiamat Wave Suit (Shoes)		Tiamat Wave Suit （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Tiamat Every Day Clothes (Top)		提亞馬特日常服裝（上衣）	wildcard_utf16
TBL	tbl2.pak	*	P Tiamat Every Day Clothes (Pants)		提亞馬特日常服（下裝）	wildcard_utf16
TBL	tbl2.pak	*	P Tiamat Every Day Clothes (Shoes)		提亞馬特日常服（鞋）	wildcard_utf16
TBL	tbl2.pak	*	True Magic Battle Suit (Top)		真魔法戰鬥套裝(上衣)	wildcard_utf16
TBL	tbl2.pak	*	True Magic Battle Suit (Pants)		真魔法戰鬥套裝(裤子)	wildcard_utf16
TBL	tbl2.pak	*	True Magic Battle Suit (Shoes)		真魔法戰鬥套裝(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	P!Awakening Magic Battle Suit (Top)		P!Awakening Magic 戰鬥套裝 （上衣）	wildcard_utf16
TBL	tbl2.pak	*	Awakening Magic Battle Suit (Pants)		觉醒魔法戰鬥套裝(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Awakening Magic Battle Suit (Shoes)		觉醒魔法戰鬥套裝(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Parunga Wave Suit (Top)		Parunga Wave Suit （上）	wildcard_utf16
TBL	tbl2.pak	*	Parunga Wave Suit (Pants)		Parunga Wave Suit （裤）	wildcard_utf16
TBL	tbl2.pak	*	Parunga Wave Suit (Shoes)		Parunga Wave Suit （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Parunga Every Day Clothes (Top)		波倫加日常服裝（上衣）	wildcard_utf16
TBL	tbl2.pak	*	P!Parunga Every Day Clothes (Pants)		帕隆加日常服（下裝）	wildcard_utf16
TBL	tbl2.pak	*	P!Parunga Every Day Clothes (Shoes)		帕隆加日常服（鞋）	wildcard_utf16
TBL	tbl2.pak	*	Black Dragon King Gear (Top)		黑龍王裝備(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Black Dragon King Gear (Pants)		黑龍王裝備(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Black Dragon King Gear (Shoes)		黑龍王裝備(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Star Space Suit (Top)		星空间套裝(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Star Space Suit (Pants)		星空间套裝(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Star Space Suit (Shoes)		星空间套裝(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	God Dragon Wave Suit (Top)		God Dragon Wave Suit （上）	wildcard_utf16
TBL	tbl2.pak	*	God Dragon Wave Suit (Pants)		God Dragon Wave Suit （裤）	wildcard_utf16
TBL	tbl2.pak	*	God Dragon Wave Suit (Shoes)		God Dragon Wave Suit （鞋）	wildcard_utf16
TBL	tbl2.pak	*	God Dragon Every Day Clothes (Top)		神龍日常服裝（上衣）	wildcard_utf16
TBL	tbl2.pak	*	God Dragon Every Day Clothes (Pants)		神龍日常服裝（下裝）	wildcard_utf16
TBL	tbl2.pak	*	God Dragon Every Day Clothes (Shoes)		神龍日常服裝（鞋子）	wildcard_utf16
TBL	tbl2.pak	*	Galaxy Star Armor (Top)		Galaxy Star Armor （上）	wildcard_utf16
TBL	tbl2.pak	*	Galaxy Star Armor (Pants)		Galaxy Star Armor （裤）	wildcard_utf16
TBL	tbl2.pak	*	Galaxy Star Armor (Shoes)		Galaxy Star Armor （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Ares Gear (Top)		Ares Gear （上）	wildcard_utf16
TBL	tbl2.pak	*	Ares Gear (Pants)		Ares Gear （裤）	wildcard_utf16
TBL	tbl2.pak	*	Ares Gear (Shoes)		Ares Gear （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Namek Gear  (Top)		那美克裝備(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Namek Gear  (Pants)		那美克裝備(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Namek Gear  (Shoes)		那美克裝備(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Original Magic Suit (Top)		原始魔法套裝(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Original Magic Suit (Pants)		原始魔法套裝(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Original Magic Suit (Shoes)		原始魔法套裝(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Namekian Robe (Top)		Namekian Robe （上）	wildcard_utf16
TBL	tbl2.pak	*	Namekian Robe (Pants)		Namekian Robe （裤）	wildcard_utf16
TBL	tbl2.pak	*	Namekian Robe (Shoes)		Namekian Robe （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Puff Magic Equip (Top)		Puff Magic Equip （上）	wildcard_utf16
TBL	tbl2.pak	*	Puff Magic Equip (Pants)		Puff Magic Equip （裤）	wildcard_utf16
TBL	tbl2.pak	*	Puff Magic Equip (Shoes)		Puff Magic Equip （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Novice Enhanced Equip (Top)		Novice Enhanced Equip （上）	wildcard_utf16
TBL	tbl2.pak	*	Novice Enhanced Equip (Pants)		Novice Enhanced Equip （裤）	wildcard_utf16
TBL	tbl2.pak	*	Novice Enhanced Equip (Shoes)		Novice Enhanced Equip （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Magic Coat (Top)		Magic Coat （上）	wildcard_utf16
TBL	tbl2.pak	*	Magic Coat (Pants)		Magic Coat （裤）	wildcard_utf16
TBL	tbl2.pak	*	Magic Coat (Shoes)		Magic Coat （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Super Cool Magic Equip (Top)		超酷魔法裝備（上）	wildcard_utf16
TBL	tbl2.pak	*	Super Cool Magic Equip (Pants)		超酷魔法裝備（下裝）	wildcard_utf16
TBL	tbl2.pak	*	Super Cool Magic Equip (Shoes)		超酷魔法裝備（鞋）	wildcard_utf16
TBL	tbl2.pak	*	Hard Magic Equip (Top)		Hard Magic Equip （上）	wildcard_utf16
TBL	tbl2.pak	*	Hard Magic Equip (Pants)		Hard Magic Equip （裤）	wildcard_utf16
TBL	tbl2.pak	*	Hard Magic Equip (Shoes)		Hard Magic Equip （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Super Magic Equip (Top)		超級魔法裝備(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Super Magic Equip (Pants)		超級魔法裝備(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Super Magic Equip (Shoes)		超級魔法裝備(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Black Tempered Equip (Top)		Black Tempered Equip （上）	wildcard_utf16
TBL	tbl2.pak	*	Black Tempered Equip (Pants)		Black Tempered Equip （裤）	wildcard_utf16
TBL	tbl2.pak	*	Black Tempered Equip (Shoes)		Black Tempered Equip （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Magic Rubber Equip (Top)		魔法橡胶裝備(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Magic Rubber Equip (Pants)		魔法橡胶裝備(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Magic Rubber Equip (Shoes)		魔法橡胶裝備(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Brilliant Super Magic (Top)		Brilliant Super Magic （上）	wildcard_utf16
TBL	tbl2.pak	*	Brilliant Super Magic (Pants)		Brilliant Super Magic （裤）	wildcard_utf16
TBL	tbl2.pak	*	Brilliant Super Magic (Shoes)		Brilliant Super Magic （鞋）	wildcard_utf16
TBL	tbl2.pak	*	P Classic Rubber Magic Equip (Top)		P經典橡胶魔法裝備(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Classic Rubber Magic Equip (Pants)		經典橡胶魔法裝備(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Classic Rubber Magic Equip (Shoes)		經典橡胶魔法裝備(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Bliss Magic Suit (Top)		Bliss Magic Suit （上）	wildcard_utf16
TBL	tbl2.pak	*	Bliss Magic Suit (Pants)		Bliss Magic Suit （裤）	wildcard_utf16
TBL	tbl2.pak	*	Bliss Magic Suit (Shoes)		Bliss Magic Suit （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Tasty Magic Clothes(Top)		美味魔法服裝(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Tasty Magic Clothes(Pants)		美味魔法服裝(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Tasty Magic Clothes(Shoes)		美味魔法服裝(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Vital Magic Suit (Top)		活力魔法套裝（上衣）	wildcard_utf16
TBL	tbl2.pak	*	Vital Magic Suit (Pants)		活力魔法套裝（下裝）	wildcard_utf16
TBL	tbl2.pak	*	Vital Magic Suit (Shoes)		活力魔法套裝（鞋子）	wildcard_utf16
TBL	tbl2.pak	*	Magic Dragon Suit (Top)		魔法龍套裝(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Magic Dragon Suit (Pants)		魔法龍套裝(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Magic Dragon Suit (Shoes)		魔法龍套裝(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Crystal Gem Clothes (Top)		水晶宝石服裝(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Crystal Gem Clothes (Pants)		水晶宝石服裝(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Crystal Gem Clothes (Shoes)		水晶宝石服裝(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Blue Magic Dragon (Top)		蓝色魔法龍(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Blue Magic Dragon (Pants)		蓝色魔法龍(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Blue Magic Dragon (Shoes)		蓝色魔法龍(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Galaxy Bliss Magic Suit (Top)		銀河極樂魔法套裝（上衣）	wildcard_utf16
TBL	tbl2.pak	*	Galaxy Bliss Magic Suit (Pants)		銀河極樂魔法套裝（下裝）	wildcard_utf16
TBL	tbl2.pak	*	Galaxy Bliss Magic Suit (Shoes)		銀河極樂魔法套裝（鞋子）	wildcard_utf16
TBL	tbl2.pak	*	P&Interstellar Tasty Magic Clothes (Top)		P&Interstellar Tasty 魔法服裝 （上衣）	wildcard_utf16
TBL	tbl2.pak	*	Interstellar Tasty Magic Clothes (Pants)		Interstellar Tasty 魔法服裝 （下裝）	wildcard_utf16
TBL	tbl2.pak	*	Interstellar Tasty Magic Clothes (Shoes)		Interstellar Tasty 魔法服裝 （鞋子）	wildcard_utf16
TBL	tbl2.pak	*	Yin & Yan Eye Catching Clothes (Top)		陰陽搶眼服（上衣）	wildcard_utf16
TBL	tbl2.pak	*	P&Yin & Yan Eye Catching Clothes (Pants)		P&陰陽搶眼服 （下裝）	wildcard_utf16
TBL	tbl2.pak	*	P&Yin & Yan Eye Catching Clothes (Shoes)		P&陰陽搶眼服 （鞋子）	wildcard_utf16
TBL	tbl2.pak	*	Diamond Magic Clothes (Top)		钻石魔法服裝(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Diamond Magic Clothes (Pants)		钻石魔法服裝(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Diamond Magic Clothes (Shoes)		钻石魔法服裝(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Wild Nature Bliss Magic Suit (Top)		野性極樂魔法套裝（上衣）	wildcard_utf16
TBL	tbl2.pak	*	Wild Nature Bliss Magic Suit (Pants)		野性極樂魔法套裝（下裝）	wildcard_utf16
TBL	tbl2.pak	*	Wild Nature Bliss Magic Suit (Shoes)		野性極樂魔法套裝（鞋子）	wildcard_utf16
TBL	tbl2.pak	*	D Dragees (Top)		D Dragees （上）	wildcard_utf16
TBL	tbl2.pak	*	D Dragees (Pants)		D Dragees （裤）	wildcard_utf16
TBL	tbl2.pak	*	D Dragees (Shoes)		D Dragees （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Soul Enhanced Clothes (Top)		Soul Enhanced Clothes （上）	wildcard_utf16
TBL	tbl2.pak	*	Soul Enhanced Clothes (Pants)		Soul Enhanced Clothes （裤）	wildcard_utf16
TBL	tbl2.pak	*	Soul Enhanced Clothes (Shoes)		Soul Enhanced Clothes （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Carnival Bliss Magic Suit (Top)		嘉年華極樂魔法套裝（上衣）	wildcard_utf16
TBL	tbl2.pak	*	P!Carnival Bliss Magic Suit (Pants)		嘉年華喜悅魔法套裝（下裝）	wildcard_utf16
TBL	tbl2.pak	*	P!Carnival Bliss Magic Suit (Shoes)		嘉年華喜悅魔法套裝（鞋）	wildcard_utf16
TBL	tbl2.pak	*	Z Tasty Magic Clothes (Top)		Z美味魔法服裝(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Z Tasty Magic Clothes (Pants)		Z美味魔法服裝(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Z Tasty Magic Clothes (Shoes)		Z美味魔法服裝(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Loaded Chief Suit (Top)		Loaded Chief Suit （上）	wildcard_utf16
TBL	tbl2.pak	*	Loaded Chief Suit (Pants)		Loaded Chief Suit （裤）	wildcard_utf16
TBL	tbl2.pak	*	Loaded Chief Suit (Shoes)		Loaded Chief Suit （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Miu Miu Suit (Top)		Miu Miu Suit （上）	wildcard_utf16
TBL	tbl2.pak	*	Miu Miu Suit (Pants)		Miu Miu Suit （裤）	wildcard_utf16
TBL	tbl2.pak	*	Miu Miu Suit (Shoes)		Miu Miu Suit （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Grant Chief Bliss Magic Suit (Top)		大酋長極樂魔法套裝（上衣）	wildcard_utf16
TBL	tbl2.pak	*	Grant Chief Bliss Magic Suit (Pants)		大酋長極樂魔法套裝（下裝）	wildcard_utf16
TBL	tbl2.pak	*	Grant Chief Bliss Magic Suit (Shoes)		大酋長極樂魔法套裝（鞋子）	wildcard_utf16
TBL	tbl2.pak	*	Best Tasty Magic Clothes(Top)		Best Tasty 魔法服裝（上衣）	wildcard_utf16
TBL	tbl2.pak	*	Best Tasty Magic Clothes(Pants)		Best Tasty 魔法服裝（下裝）	wildcard_utf16
TBL	tbl2.pak	*	Best Tasty Magic Clothes(Shoes)		Best Tasty 魔法服裝（鞋子）	wildcard_utf16
TBL	tbl2.pak	*	Very Happy Clothes (Top)		Very Happy Clothes （上）	wildcard_utf16
TBL	tbl2.pak	*	Very Happy Clothes (Pants)		Very Happy Clothes （裤）	wildcard_utf16
TBL	tbl2.pak	*	Very Happy Clothes (Shoes)		Very Happy Clothes （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Zero Gravity Battle Armor (Top)		零重力戰鬥鎧甲（上衣）	wildcard_utf16
TBL	tbl2.pak	*	P!Zero Gravity Battle Armor (Pants)		P!零重力戰鬥鎧甲 （下裝）	wildcard_utf16
TBL	tbl2.pak	*	P!Zero Gravity Battle Armor (Shoes)		P!零重力戰鬥鎧甲 （鞋子）	wildcard_utf16
TBL	tbl2.pak	*	Fiber Bliss Magic Suit (Top)		纖維極樂魔法套裝（上衣）	wildcard_utf16
TBL	tbl2.pak	*	Fiber Bliss Magic Suit (Pants)		纖維極樂魔法套裝（下裝）	wildcard_utf16
TBL	tbl2.pak	*	Fiber Bliss Magic Suit (Shoes)		纖維極樂魔法套裝（鞋子）	wildcard_utf16
TBL	tbl2.pak	*	Warm Suit (Top)		Warm Suit （上）	wildcard_utf16
TBL	tbl2.pak	*	Warm Suit (Pants)		Warm Suit （裤）	wildcard_utf16
TBL	tbl2.pak	*	Warm Suit (Shoes)		Warm Suit （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Z Special Tasty Magic Clothes (Top)		Z特殊美味魔法服裝(上衣)	wildcard_utf16
TBL	tbl2.pak	*	P%Z Special Tasty Magic Clothes (Pants)		P%Z Special Tasty 魔法服裝 （下裝）	wildcard_utf16
TBL	tbl2.pak	*	P%Z Special Tasty Magic Clothes (Shoes)		P%Z Special Tasty 魔法服裝 （鞋子）	wildcard_utf16
TBL	tbl2.pak	*	Gentle Magic Equip (Top)		Gentle Magic Equip （上）	wildcard_utf16
TBL	tbl2.pak	*	Gentle Magic Equip (Pants)		Gentle Magic Equip （裤）	wildcard_utf16
TBL	tbl2.pak	*	Gentle Magic Equip (Shoes)		Gentle Magic Equip （鞋）	wildcard_utf16
TBL	tbl2.pak	*	P Beginner's Happiness Equip (Top)		初學者幸福裝備（上）	wildcard_utf16
TBL	tbl2.pak	*	Beginner's Happiness Equip (Pants)		初學者幸福裝備（下裝）	wildcard_utf16
TBL	tbl2.pak	*	Beginner's Happiness Equip (Shoes)		初學者幸福裝備（鞋）	wildcard_utf16
TBL	tbl2.pak	*	Day & Night Magic Equip (Top)		晝夜魔法裝備（上）	wildcard_utf16
TBL	tbl2.pak	*	Day & Night Magic Equip (Pants)		晝夜魔法裝備（下裝）	wildcard_utf16
TBL	tbl2.pak	*	Day & Night Magic Equip (Shoes)		晝夜魔法裝備（鞋）	wildcard_utf16
TBL	tbl2.pak	*	Simple Magic Equip (Top)		简单魔法裝備(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Simple Magic Equip (Pants)		简单魔法裝備(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Simple Magic Equip (Shoes)		简单魔法裝備(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Music Equip (Top)		Music Equip （上）	wildcard_utf16
TBL	tbl2.pak	*	Music Equip (Pants)		Music Equip （裤）	wildcard_utf16
TBL	tbl2.pak	*	Music Equip (Shoes)		Music Equip （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Sweet Magic Equip (Top)		甜魔法裝備(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Sweet Magic Equip (Pants)		甜魔法裝備(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Sweet Magic Equip (Shoes)		甜魔法裝備(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Rubber Plant Equip (Top)		Rubber Plant Equip （上）	wildcard_utf16
TBL	tbl2.pak	*	Rubber Plant Equip (Pants)		Rubber Plant Equip （裤）	wildcard_utf16
TBL	tbl2.pak	*	Rubber Plant Equip (Shoes)		Rubber Plant Equip （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Mystic Memorial Equip (Top)		Mystic Memorial Equip （上）	wildcard_utf16
TBL	tbl2.pak	*	Mystic Memorial Equip (Pants)		Mystic Memorial Equip （裤）	wildcard_utf16
TBL	tbl2.pak	*	Mystic Memorial Equip (Shoes)		Mystic Memorial Equip （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Classic Rubber Equip (Top)		經典橡胶裝備(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Classic Rubber Equip (Pants)		經典橡胶裝備(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Classic Rubber Equip (Shoes)		經典橡胶裝備(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Magic Surprise Suit (Top)		魔法惊喜套裝(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Magic Surprise Suit (Pants)		魔法惊喜套裝(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Magic Surprise Suit (Shoes)		魔法惊喜套裝(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Magic Comfort Suit (Top)		魔法舒适套裝(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Magic Comfort Suit (Pants)		魔法舒适套裝(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Magic Comfort Suit (Shoes)		魔法舒适套裝(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Broadwood Magic Suit (Top)		布洛德伍德魔法套裝(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Broadwood Magic Suit (Pants)		布洛德伍德魔法套裝(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Broadwood Magic Suit (Shoes)		布洛德伍德魔法套裝(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Wonder Dragon Clothes (Top)		意魔人龍服裝(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Wonder Dragon Clothes (Pants)		意魔人龍服裝(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Wonder Dragon Clothes (Shoes)		意魔人龍服裝(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Crystal Gem Suit (Top)		水晶宝石套裝(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Crystal Gem Suit (Pants)		水晶宝石套裝(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Crystal Gem Suit (Shoes)		水晶宝石套裝(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Wonder Blue Dragon Suit (Top)		意魔人蓝色龍套裝(上衣)	wildcard_utf16
TBL	tbl2.pak	*	Wonder Blue Dragon Suit (Pants)		意魔人蓝色龍套裝(裤子)	wildcard_utf16
TBL	tbl2.pak	*	Wonder Blue Dragon Suit (Shoes)		意魔人蓝色龍套裝(鞋子)	wildcard_utf16
TBL	tbl2.pak	*	Various Artist Suit (Top)		Various Artist Suit （上）	wildcard_utf16
TBL	tbl2.pak	*	Various Artist Suit (Pants)		Various Artist Suit （裤）	wildcard_utf16
TBL	tbl2.pak	*	Various Artist Suit (Shoes)		Various Artist Suit （鞋）	wildcard_utf16
TBL	tbl2.pak	*	Magic Comfort Suit Star Edition (Top)		魔法舒適套裝星版（上衣）	wildcard_utf16
