surface	file	id	source_text	source_hash	zh_cn	status	legacy_source	legacy_row	note
tbl	tbl1.pak	0x014B55A9	(Martial)Rainbow Shenron Buff	288e9d8f7aac	(武道家)彩虹神龙增益	accepted	legacy/translations/tbl_overrides.tsv	87	
tbl	tbl1.pak	0x014B55E9	(Spiritualist)Rainbow Shenron Buff	f173b75dfb10	(气功师)彩虹神龙增益	accepted	legacy/translations/tbl_overrides.tsv	88	
tbl	tbl1.pak	0x014B5633	(Namek Warrior)Rainbow Shenron Buff	b3b3cf74aed1	(那美克战士)彩虹神龙增益	accepted	legacy/translations/tbl_overrides.tsv	89	
tbl	tbl1.pak	0x014B567F	(Dragon Clan)Rainbow Shenron Buff	57d17a21fe2e	(那美克龙族)彩虹神龙增益	accepted	legacy/translations/tbl_overrides.tsv	90	
tbl	tbl1.pak	0x014B56C7	(Might Majin)Rainbow Shenron Buff	630fa62f04e6	(大魔人)彩虹神龙增益	accepted	legacy/translations/tbl_overrides.tsv	91	
tbl	tbl1.pak	0x014B570F	(Wonder Majin)Rainbow Shenron Buff	72a58d5bfbab	(意魔人)彩虹神龙增益	accepted	legacy/translations/tbl_overrides.tsv	92	
tbl	tbl1.pak	*	Flight Skill (Spiritualist)	129ac6a95acc	飞行技能(气功师)	accepted	legacy/translations/tbl_overrides.tsv	94	
tbl	tbl1.pak	*	Flight Skill (Dragon Clan)	c28affbea639	飞行技能(那美克龙族)	accepted	legacy/translations/tbl_overrides.tsv	95	
tbl	tbl1.pak	*	Flight Skill (Wonder Majin)	7c1db9e09bc8	飞行技能(意魔人)	accepted	legacy/translations/tbl_overrides.tsv	96	
tbl	tbl1.pak	0x0162AAF7	Monkey Rock Throw (Martial)	05b260e4264e	大猿投石(武道家)	accepted	legacy/translations/tbl_overrides.tsv	97	
tbl	tbl1.pak	0x0162AC29	Tremor (Martial)	73a2146ddb23	震地(武道家)	accepted	legacy/translations/tbl_overrides.tsv	98	
tbl	tbl1.pak	0x0162AC4F	Oozaru Beam (Martial)	70e4f2edca28	大猿光束(武道家)	accepted	legacy/translations/tbl_overrides.tsv	99	
tbl	tbl1.pak	0x0162ACF5	Oozaru Roar (Martial)	eaed9bd9dd9a	大猿咆哮(武道家)	accepted	legacy/translations/tbl_overrides.tsv	100	
tbl	tbl1.pak	0x0162AD81	Monkey Rock Throw (Spiritualist)	c1111cef454a	大猿投石(气功师)	accepted	legacy/translations/tbl_overrides.tsv	101	
tbl	tbl1.pak	0x0162ADC7	Tremor (Spiritualist)	6fcc94ff6216	震地(气功师)	accepted	legacy/translations/tbl_overrides.tsv	102	
tbl	tbl1.pak	0x0162ADF7	Oozaru Roar (Spiritualist)	557c5b9ecb95	大猿咆哮(气功师)	accepted	legacy/translations/tbl_overrides.tsv	103	
tbl	tbl1.pak	0x0162AE31	Oozaru Beam (Spiritualist)	685dcba972e2	大猿光束(气功师)	accepted	legacy/translations/tbl_overrides.tsv	104	
tbl	tbl1.pak	0x016B5E19	(Martial)Moro Power Buff	567b25f01cc8	(武道家)摩罗力量增益	accepted	legacy/translations/tbl_overrides.tsv	105	
tbl	tbl1.pak	0x016B5EB7	(Spiritualist)Moro Power Buff	90aef4a296dc	(气功师)摩罗力量增益	accepted	legacy/translations/tbl_overrides.tsv	106	
tbl	tbl1.pak	0x016B5EF7	(Namek Warrior)Moro Power Buff	40f51e564f45	(那美克战士)摩罗力量增益	accepted	legacy/translations/tbl_overrides.tsv	107	
tbl	tbl1.pak	0x016B5F39	(Dragon Clan)Moro Power Buff	88697340331f	(那美克龙族)摩罗力量增益	accepted	legacy/translations/tbl_overrides.tsv	108	
tbl	tbl1.pak	0x016B5F77	(Might Majin)Moro Power Buff	e0669d04b36a	(大魔人)摩罗力量增益	accepted	legacy/translations/tbl_overrides.tsv	109	
tbl	tbl1.pak	0x016B5FB5	(Wonder Majin)Moro Power Buff	43ced19aa118	(意魔人)摩罗力量增益	accepted	legacy/translations/tbl_overrides.tsv	110	
tbl	tbl1.pak	0x016B87CB	(Martial)Legendary Super Saiyan(Super)	3f2e5f1e89b1	(武道家)传说超级赛亚人(超)	accepted	legacy/translations/tbl_overrides.tsv	111	
tbl	tbl1.pak	0x016B884D	(Spiritualist)Legendary Super Saiyan(Super)	4248905524b8	(气功师)传说超级赛亚人(超)	accepted	legacy/translations/tbl_overrides.tsv	112	
tbl	tbl1.pak	0x016B88DF	(Spiritualist)Imperator Namek	91757de9b48d	(那美克龙族)帝王那美克	accepted	legacy/translations/tbl_overrides.tsv	113	
tbl	tbl1.pak	0x016B891F	(Might Majin)Xeno Majin	e376aef7eb52	(大魔人)异时空魔人	accepted	legacy/translations/tbl_overrides.tsv	114	
tbl	tbl1.pak	0x016B8953	(Wonder Majin)Xeno Majin	8e7d5f9be908	(意魔人)异时空魔人	accepted	legacy/translations/tbl_overrides.tsv	115	
tbl	tbl1.pak	0x016B8A79	(Martial) Potion Super Saiyan 1	96d897f630dd	(武道家)超级赛亚人1药水	accepted	legacy/translations/tbl_overrides.tsv	116	
tbl	tbl1.pak	0x016B8ABD	(Martial) Potion Super Saiyan 2	16e6f7a231bb	(武道家)超级赛亚人2药水	accepted	legacy/translations/tbl_overrides.tsv	117	
tbl	tbl1.pak	0x016B8B01	(Martial) Potion Super Saiyan 3	83e1f6771269	(武道家)超级赛亚人3药水	accepted	legacy/translations/tbl_overrides.tsv	118	
tbl	tbl1.pak	0x016B8B45	(Martial) Potion Super Saiyan GOD	c4739b0e4314	(武道家)超级赛亚人之神药水	accepted	legacy/translations/tbl_overrides.tsv	119	
tbl	tbl1.pak	0x016B8B8D	(Martial) Potion Super Saiyan Blue	cfa2adb442b3	(武道家)超级赛亚人蓝色药水	accepted	legacy/translations/tbl_overrides.tsv	120	
tbl	tbl1.pak	0x016B8BD7	(Martial) Potion Super Saiyan Rose	620dfc4fcfe0	(武道家)超级赛亚人桃红药水	accepted	legacy/translations/tbl_overrides.tsv	121	
tbl	tbl1.pak	0x016B8CCB	(Martial) Potion Super Saiyan 4	4555e2a07da5	(武道家)超级赛亚人4药水	accepted	legacy/translations/tbl_overrides.tsv	123	
tbl	tbl1.pak	*	(Spiritualist) Potion Super Saiyan 1	d460a7d79820	(气功师)超级赛亚人1药水	accepted	legacy/translations/tbl_overrides.tsv	124	
tbl	tbl1.pak	0x016B8DAB	(Spiritualist) Potion Super Saiyan 2	9bbbe325289a	(气功师)超级赛亚人2药水	accepted	legacy/translations/tbl_overrides.tsv	125	
tbl	tbl1.pak	0x016B8DF9	(Spiritualist) Potion Super Saiyan 3	80aeb4cc4108	(气功师)超级赛亚人3药水	accepted	legacy/translations/tbl_overrides.tsv	126	
tbl	tbl1.pak	0x016B8E47	(Spiritualist) Potion Super Saiyan GOD	37553d0f9227	(气功师)超级赛亚人之神药水	accepted	legacy/translations/tbl_overrides.tsv	127	
tbl	tbl1.pak	0x016B8E99	(Spiritualist) Potion Super Saiyan BLUE	09724c83ef01	(气功师)超级赛亚人蓝色药水	accepted	legacy/translations/tbl_overrides.tsv	128	
tbl	tbl1.pak	0x016B8EED	(Spiritualist) Potion Super Saiyan Rose	65da4978e68f	(气功师)超级赛亚人桃红药水	accepted	legacy/translations/tbl_overrides.tsv	129	
tbl	tbl1.pak	0x016B8FFF	(Spiritualist) Potion Super Saiyan 4	80fe7e8bebe3	(气功师)超级赛亚人4药水	accepted	legacy/translations/tbl_overrides.tsv	131	
tbl	tbl1.pak	0x016BE63D	(Martial) (7 days) Super Saiyan 1	869a9f420233	(武道家)(7天)超级赛亚人1	accepted	legacy/translations/tbl_overrides.tsv	132	
tbl	tbl1.pak	0x016BE685	(Martial) (7 days) Super Saiyan 2	75d1bd925bf5	(武道家)(7天)超级赛亚人2	accepted	legacy/translations/tbl_overrides.tsv	133	
tbl	tbl1.pak	0x016BE6CD	(Martial) (7 days) Super Saiyan 3	e05e44326a98	(武道家)(7天)超级赛亚人3	accepted	legacy/translations/tbl_overrides.tsv	134	
tbl	tbl1.pak	0x016BE715	(Martial) (7 days) Super Saiyan GOD	f9eecf6d64c5	(武道家)(7天)超级赛亚人之神	accepted	legacy/translations/tbl_overrides.tsv	135	
tbl	tbl1.pak	0x016BE761	(Martial) (7 days) Super Saiyan Blue	b334552b8aea	(武道家)(7天)超级赛亚人蓝色	accepted	legacy/translations/tbl_overrides.tsv	136	
tbl	tbl1.pak	0x016BE7AF	(Martial) (7 days) Super Saiyan Rose	34bbf74d20c0	(武道家)(7天)超级赛亚人桃红	accepted	legacy/translations/tbl_overrides.tsv	137	
tbl	tbl1.pak	0x016BE8AF	(Martial) (7 days) Super Saiyan 4	ba03327b0039	(武道家)(7天)超级赛亚人4	accepted	legacy/translations/tbl_overrides.tsv	139	
tbl	tbl1.pak	*	(Spiritualist) (7 days) Super Saiyan 1	ef933b927cc7	(气功师)(7天)超级赛亚人1	accepted	legacy/translations/tbl_overrides.tsv	140	
tbl	tbl1.pak	0x016BE99B	(Spiritualist) (7 days) Super Saiyan 2	9e74b495cd12	(气功师)(7天)超级赛亚人2	accepted	legacy/translations/tbl_overrides.tsv	141	
tbl	tbl1.pak	0x016BE9ED	(Spiritualist) (7 days) Super Saiyan 3	369b51eaace2	(气功师)(7天)超级赛亚人3	accepted	legacy/translations/tbl_overrides.tsv	142	
tbl	tbl1.pak	0x016BEA3F	(Spiritualist) (7 days) Super Saiyan GOD	74d81cd7162b	(气功师)(7天)超级赛亚人之神	accepted	legacy/translations/tbl_overrides.tsv	143	
tbl	tbl1.pak	0x016BEA95	(Spiritualist) (7 days) Super Saiyan BLUE	09207080249a	(气功师)(7天)超级赛亚人蓝色	accepted	legacy/translations/tbl_overrides.tsv	144	
tbl	tbl1.pak	0x016BEAED	(Spiritualist) (7 days) Super Saiyan Rose	88b071254457	(气功师)(7天)超级赛亚人桃红	accepted	legacy/translations/tbl_overrides.tsv	145	
tbl	tbl1.pak	0x016BEBA5	4(Spiritualist) (7 days) Super Saiyan Legendary Super	3949b88d8289	(气功师)(7天)传说超级赛亚人(超)	disabled_missing_20260720	legacy/translations/tbl_overrides.tsv	147	source absent in 2026-07-20 snapshot; corrected source retained as queue wildcard
tbl	tbl1.pak	0x016BEC15	(Spiritualist) (7 days) Super Saiyan 4	797307159705	(气功师)(7天)超级赛亚人4	accepted	legacy/translations/tbl_overrides.tsv	148	
tbl	tbl0.pak	*	(Warrior) Potion Great Namek	e9c05c8cc90f	(那美克战士)巨大那美克药水	accepted	legacy/translations/tbl_overrides.tsv	149	wildcard_after_tbl0_refresh_20260628
tbl	tbl0.pak	*	(Warrior) Potion Kamiccolo	a580d36c8c7e	(那美克战士)卡米克洛药水	accepted	legacy/translations/tbl_overrides.tsv	150	wildcard_after_tbl0_refresh_20260628
tbl	tbl0.pak	*	(Warrior) Potion Dark Namek	1e1607c047b4	(那美克战士)黑暗那美克药水	accepted	legacy/translations/tbl_overrides.tsv	151	wildcard_after_tbl0_refresh_20260628
tbl	tbl0.pak	*	(Warrior) Potion Great Orange	8064e0adcf41	(那美克战士)巨大橙色药水	accepted	legacy/translations/tbl_overrides.tsv	152	wildcard_after_tbl0_refresh_20260628
tbl	tbl0.pak	*	(Warrior) Potion Orange	4b245bd49ce6	(那美克战士)橙色药水	accepted	legacy/translations/tbl_overrides.tsv	153	wildcard_after_tbl0_refresh_20260628
tbl	tbl0.pak	*	(Warrior) Potion Muscle Orange	6268e2bf6309	(那美克战士)肌肉橙色药水	accepted	legacy/translations/tbl_overrides.tsv	154	wildcard_after_tbl0_refresh_20260628
tbl	tbl0.pak	*	(Warrior) Potion Imperator	db3f7c487140	(那美克战士)帝王药水	accepted	legacy/translations/tbl_overrides.tsv	155	wildcard_after_tbl0_refresh_20260628
tbl	tbl0.pak	0x013BE771	(Warrior) Capsule Great Namek	245b7f92c87a	(那美克战士)巨大那美克胶囊	accepted	legacy/translations/tbl_overrides.tsv	156	
tbl	tbl0.pak	0x013BE8ED	(Warrior) Capsule Kamiccolo	7ca7843a07fe	(那美克战士)卡米克洛胶囊	accepted	legacy/translations/tbl_overrides.tsv	157	
tbl	tbl0.pak	0x013BEA69	(Warrior) Capsule Dark Namek	6476bce826e2	(那美克战士)黑暗那美克胶囊	accepted	legacy/translations/tbl_overrides.tsv	158	
tbl	tbl0.pak	0x013BEBE5	(Warrior) Capsule Great Orange	868191b7e71a	(那美克战士)巨大橙色胶囊	accepted	legacy/translations/tbl_overrides.tsv	159	
tbl	tbl0.pak	0x013BED61	(Warrior) Capsule Orange	d89d72a8dd01	(那美克战士)橙色胶囊	accepted	legacy/translations/tbl_overrides.tsv	160	
tbl	tbl0.pak	0x013BEEDD	(Warrior) Capsule Muscle Orange	0509ff51f520	(那美克战士)肌肉橙色胶囊	accepted	legacy/translations/tbl_overrides.tsv	161	
tbl	tbl0.pak	0x013BF059	(Warrior) Capsule Imperator	cbfb6f536ce6	(那美克战士)帝王胶囊	accepted	legacy/translations/tbl_overrides.tsv	162	
tbl	tbl1.pak	0x012EAEC7	Skill! Power Up (Warrior)	6883589d92c2	技能!力量提升(那美克战士)	accepted	legacy/translations/tbl_overrides.tsv	163	
tbl	tbl1.pak	0x012EB2DF	Skill! Guard (Warrior)	a2daa436cfd0	技能!防御(那美克战士)	accepted	legacy/translations/tbl_overrides.tsv	164	
tbl	tbl1.pak	0x012EB6BF	Skill! Dash (Warrior)	6dea45965445	技能!冲刺(那美克战士)	accepted	legacy/translations/tbl_overrides.tsv	165	
tbl	tbl1.pak	0x012EBADF	Skill! Counter Attack (Warrior)	0e2a1c753e51	技能!反击(那美克战士)	accepted	legacy/translations/tbl_overrides.tsv	166	
tbl	tbl1.pak	*	Flight Skill (Warrior)	9a6e53457b51	飞行技能(那美克战士)	accepted	legacy/translations/tbl_overrides.tsv	167	
tbl	tbl1.pak	0x016B88A9	(Warrior)Imperator Namek	5dd773d327e0	(那美克战士)帝王那美克	accepted	legacy/translations/tbl_overrides.tsv	168	
tbl	tbl1.pak	0x016B904D	(Warrior) Potion Great Namek	e9c05c8cc90f	(那美克战士)巨大那美克药水	accepted	legacy/translations/tbl_overrides.tsv	169	
tbl	tbl1.pak	0x016B908B	(Warrior) Potion Kamiccolo	a580d36c8c7e	(那美克战士)卡米克洛药水	accepted	legacy/translations/tbl_overrides.tsv	170	
tbl	tbl1.pak	0x016B90C5	(Warrior) Potion Dark Namek	1e1607c047b4	(那美克战士)黑暗那美克药水	accepted	legacy/translations/tbl_overrides.tsv	171	
tbl	tbl1.pak	0x016B9101	(Warrior) Potion Great Orange	8064e0adcf41	(那美克战士)巨大橙色药水	accepted	legacy/translations/tbl_overrides.tsv	172	
tbl	tbl1.pak	0x016B9141	(Warrior) Potion Orange	4b245bd49ce6	(那美克战士)橙色药水	accepted	legacy/translations/tbl_overrides.tsv	173	
tbl	tbl1.pak	0x016B9175	(Warrior) Potion Muscle Orange	6268e2bf6309	(那美克战士)肌肉橙色药水	accepted	legacy/translations/tbl_overrides.tsv	174	
tbl	tbl1.pak	0x016B91B7	(Warrior) Potion Imperator	db3f7c487140	(那美克战士)帝王药水	accepted	legacy/translations/tbl_overrides.tsv	175	
tbl	tbl1.pak	0x016BEC67	(Warrior) (7 days) Great Namek	fcdafe9d0d57	(那美克战士)(7天)巨大那美克	accepted	legacy/translations/tbl_overrides.tsv	176	
tbl	tbl1.pak	0x016BECA9	(Warrior) (7 days) Kamiccolo	687fe5412992	(那美克战士)(7天)卡米克洛	accepted	legacy/translations/tbl_overrides.tsv	177	
tbl	tbl1.pak	0x016BECE7	(Warrior) (7 days) Dark Namek	5095adf62e49	(那美克战士)(7天)黑暗那美克	accepted	legacy/translations/tbl_overrides.tsv	178	
tbl	tbl1.pak	0x016BED27	(Warrior) (7 days) Great Orange	9a1933fec86c	(那美克战士)(7天)巨大橙色	accepted	legacy/translations/tbl_overrides.tsv	179	
tbl	tbl1.pak	0x016BED6B	(Warrior) (7 days) Orange	4af3f3f3685d	(那美克战士)(7天)橙色	accepted	legacy/translations/tbl_overrides.tsv	180	
tbl	tbl1.pak	0x016BEDA3	(Warrior) (7 days) Muscle Orange	09871e26a235	(那美克战士)(7天)肌肉橙色	accepted	legacy/translations/tbl_overrides.tsv	181	
tbl	tbl1.pak	0x016BEDE9	(Warrior) (7 days) Imperator	b324761b0b99	(那美克战士)(7天)帝王	accepted	legacy/translations/tbl_overrides.tsv	182	
tbl	tbl1.pak	0x017F1385	Solo Dungeon Support	9bbebca9ea24	单人副本增益	accepted	legacy/translations/tbl_overrides.tsv	183	
tbl	tbl1.pak	0x017F13B3	Party Dungeon Support	91e1efa29770	组队副本增益	accepted	legacy/translations/tbl_overrides.tsv	184	
tbl	tbl1.pak	0x01778ACA	BID-4 Dungeon Manager	055557a8510a	BID-4副本入场管理机	accepted	legacy/translations/tbl_overrides.tsv	185	
tbl	tbl1.pak	0x01778BAC	BID-5 Dungeon Manager	15b54aac9121	BID-5副本入场管理机	accepted	legacy/translations/tbl_overrides.tsv	186	
tbl	tbl0.pak	0x014420B0	HM 85 SEMI 2P	23f399822236	人类85半套2P	accepted	legacy/translations/tbl_overrides.tsv	189	
tbl	tbl0.pak	0x014421B4	HM 85 FULL 3P	49f2bcb7648a	人类85全套3P	accepted	legacy/translations/tbl_overrides.tsv	190	
tbl	tbl0.pak	0x014422BA	AMEK 2P SEMI	181b24ca8035	那美克2P半套	accepted	legacy/translations/tbl_overrides.tsv	191	
tbl	tbl0.pak	0x014424C2	AJIN SEMI 2P	2b325bb6fe74	魔人半套2P	accepted	legacy/translations/tbl_overrides.tsv	193	
tbl	tbl0.pak	0x014433FC	HM FULL 3P 90	ed550cc1bb35	人类全套3P90	accepted	legacy/translations/tbl_overrides.tsv	195	
tbl	tbl0.pak	0x01443502	AMEK 3P FULL 90	8276731ef024	那美克3P全套90	accepted	legacy/translations/tbl_overrides.tsv	196	
tbl	tbl0.pak	0x01443606	AJIN FULL 3P 90	278165a2fed3	魔人全套3P90	accepted	legacy/translations/tbl_overrides.tsv	197	
tbl	tbl0.pak	0x01443D20	CHIP FL PY	861fa84bcc68	芯片飞行物理	accepted	legacy/translations/tbl_overrides.tsv	201	
tbl	tbl0.pak	0x0144402C	HM 90 SEMI 2P	aa36107b815f	人类90半套2P	accepted	legacy/translations/tbl_overrides.tsv	202	
tbl	tbl0.pak	0x01444130	HM 90 FULL 3P	c24a619df776	人类90全套3P	accepted	legacy/translations/tbl_overrides.tsv	203	
tbl	tbl0.pak	0x01444234	MJ 90 SEMI 2P	039c250e4f50	魔人90半套2P	accepted	legacy/translations/tbl_overrides.tsv	204	
tbl	tbl0.pak	0x01444338	MJ 90 FULL 3P	b3a864409989	魔人90全套3P	accepted	legacy/translations/tbl_overrides.tsv	205	
tbl	tbl0.pak	0x0144443C	NM 90 SEMI 2P	decbb340a3cc	那美克90半套2P	accepted	legacy/translations/tbl_overrides.tsv	206	
tbl	tbl0.pak	0x01444540	NM 90 FULL 3P	54fefe89978f	那美克90全套3P	accepted	legacy/translations/tbl_overrides.tsv	207	
tbl	tbl0.pak	0x01444748	EARN FULY	cf3af88072ab	耳环全套	accepted	legacy/translations/tbl_overrides.tsv	209	
tbl	tbl0.pak	0x0144484C	EARN SEM	8916699eff5d	耳环半套	accepted	legacy/translations/tbl_overrides.tsv	210	
tbl	tbl0.pak	0x017CBBA0	Hakai Rings	029dd05ccd77	破坏戒指	accepted	legacy/translations/tbl_overrides.tsv	228	
tbl	tbl0.pak	0x017F72D0	Red Puar Egg	543aab6de43d	红色普尔蛋	accepted	legacy/translations/tbl_overrides.tsv	229	
tbl	tbl0.pak	0x017F74F0	White Underwear Egg	b8c30747367a	白色内衣蛋	accepted	legacy/translations/tbl_overrides.tsv	233	
tbl	tbl0.pak	0x017F7578	White Underwear 2	e75b075ce79c	白色内衣2	accepted	legacy/translations/tbl_overrides.tsv	234	
tbl	tbl0.pak	0x017F7600	White Underwear 3	2a20e952b4a9	白色内衣3	accepted	legacy/translations/tbl_overrides.tsv	235	
tbl	tbl0.pak	0x017F7688	White Underwear 4	fefbea4d6efd	白色内衣4	accepted	legacy/translations/tbl_overrides.tsv	236	
tbl	tbl0.pak	0x017F7710	Pink Underwear Egg	75a82e739ce0	粉色内衣蛋	accepted	legacy/translations/tbl_overrides.tsv	237	
tbl	tbl0.pak	0x017F7798	Pink Underwear 2	05e24562c1d6	粉色内衣2	accepted	legacy/translations/tbl_overrides.tsv	238	
tbl	tbl0.pak	0x017F7820	Pink Underwear 3	c38cef3907c9	粉色内衣3	accepted	legacy/translations/tbl_overrides.tsv	239	
tbl	tbl0.pak	0x017F78A8	Pink Underwear 4	49e4615aba16	粉色内衣4	accepted	legacy/translations/tbl_overrides.tsv	240	
tbl	tbl0.pak	0x017F7930	Cat Pet Egg	735fde3f99de	猫宠物蛋	accepted	legacy/translations/tbl_overrides.tsv	241	
tbl	tbl0.pak	0x017F79B8	Cat Pet 2	46afce2d2025	猫宠物2	accepted	legacy/translations/tbl_overrides.tsv	242	
tbl	tbl0.pak	0x017F7A40	Cat Pet 3	b690aed713e6	猫宠物3	accepted	legacy/translations/tbl_overrides.tsv	243	
tbl	tbl0.pak	0x017F7AC8	Cat Pet 4	34dd43814033	猫宠物4	accepted	legacy/translations/tbl_overrides.tsv	244	
tbl	tbl0.pak	0x017F7B50	Ghost Pet Egg	c7fa05ff4d1a	幽灵宠物蛋	accepted	legacy/translations/tbl_overrides.tsv	245	
tbl	tbl0.pak	0x017F7BD8	Ghost Pet 2	8d47373cea3a	幽灵宠物2	accepted	legacy/translations/tbl_overrides.tsv	246	
tbl	tbl0.pak	0x017F7C60	Ghost Pet 3	e51dbdb652fd	幽灵宠物3	accepted	legacy/translations/tbl_overrides.tsv	247	
tbl	tbl0.pak	0x017F7CE8	Ghost Pet 4	afded6d2a693	幽灵宠物4	accepted	legacy/translations/tbl_overrides.tsv	248	
tbl	tbl0.pak	*	Smile Pattern Underwear	cea9f60f6674	笑脸图案内衣	accepted	legacy/translations/tbl_overrides.tsv	258	wildcard_after_tbl0_refresh_20260628
tbl	tbl0.pak	0x0125990D	Red Puar 1	a4fc600b5d19	红色普尔1	accepted	legacy/translations/tbl_overrides.tsv	259	
tbl	tbl0.pak	0x0125C88D	Broly Pet Egg	de385f0f15f8	布罗利宠物蛋	accepted	legacy/translations/tbl_overrides.tsv	260	
tbl	tbl0.pak	0x0126FEC9	LP Majin	1a29e48fede1	LP魔人	accepted	legacy/translations/tbl_overrides.tsv	261	
tbl	tbl0.pak	0x01270045	LP Namek	685c80b03b55	LP那美克	accepted	legacy/translations/tbl_overrides.tsv	262	
tbl	tbl0.pak	0x012701C1	LP Human	17a4ab602a06	LP人类	accepted	legacy/translations/tbl_overrides.tsv	263	
tbl	tbl0.pak	*	Trumpet	66c3284825be	号角	accepted	legacy/translations/tbl_overrides.tsv	264	wildcard_after_tbl0_refresh_20260628
tbl	tbl0.pak	0x01279F19	Gohan Time Chamber Hair	f6f37d57eef7	孙悟饭精神时光屋发型	accepted	legacy/translations/tbl_overrides.tsv	271	
tbl	tbl0.pak	0x0127AAF9	IS Hair	37372c89855f	IS发型	accepted	legacy/translations/tbl_overrides.tsv	272	
tbl	tbl0.pak	0x0127AC75	Death Axe SK Transmog	95ff8c973185	死亡之斧SK幻化	accepted	legacy/translations/tbl_overrides.tsv	273	
tbl	tbl0.pak	0x0127ADF1	Two Handed Sword SK	c448fb38a8ea	双手剑SK	accepted	legacy/translations/tbl_overrides.tsv	274	
tbl	tbl0.pak	*	Oozaru Martial	3ba06c3593f8	大猿武道家	accepted	legacy/translations/tbl_overrides.tsv	275	wildcard_after_tbl0_refresh_20260628
tbl	tbl0.pak	0x0127CA25	Oozaru Spirit	f7db83588d9e	大猿精神	accepted	legacy/translations/tbl_overrides.tsv	276	
tbl	tbl0.pak	0x0127F0BD	Hallowen Box	ee66ef318852	万圣节盒	accepted	legacy/translations/tbl_overrides.tsv	277	
tbl	tbl0.pak	0x012809F9	Halloween Title	e30a2d8f13ec	万圣节称号	accepted	legacy/translations/tbl_overrides.tsv	278	
tbl	tbl0.pak	0x01280B75	Golden Oozaru Martial	db1d5b450a4c	黄金大猿武道家	accepted	legacy/translations/tbl_overrides.tsv	279	
tbl	tbl0.pak	0x01281165	Natal Box	283d6b7978e3	圣诞盒	accepted	legacy/translations/tbl_overrides.tsv	280	
tbl	tbl0.pak	*	Saiyan Tail F	3493e3522097	赛亚人尾巴F	accepted	legacy/translations/tbl_overrides.tsv	281	wildcard_after_tbl0_refresh_20260628
tbl	tbl0.pak	0x012874D9	Event Sample	689ce5894211	活动样品	accepted	legacy/translations/tbl_overrides.tsv	282	
tbl	tbl0.pak	0x01287C45	BMO Backpack	2637feaa2ff9	BMO背包	accepted	legacy/translations/tbl_overrides.tsv	283	
tbl	tbl0.pak	0x012BCED1	CC Blessed Ruby 2	1a6dbcab7c13	CC祝福红宝石2	accepted	legacy/translations/tbl_overrides.tsv	284	
tbl	tbl0.pak	0x012BD04D	CC Blessed Ruby 3	e60c77ea9c86	CC祝福红宝石3	accepted	legacy/translations/tbl_overrides.tsv	285	
tbl	tbl0.pak	0x012BD1C9	Fancy Intense Yellow 1	d04487fdcfd2	华丽浓烈黄色1	accepted	legacy/translations/tbl_overrides.tsv	286	
tbl	tbl0.pak	0x012BD345	Fancy Intense Yellow 2	03295ba47d2b	华丽浓烈黄色2	accepted	legacy/translations/tbl_overrides.tsv	287	
tbl	tbl0.pak	0x012BD4C1	Fancy Intense Yellow 3	aa28cb062d01	华丽浓烈黄色3	accepted	legacy/translations/tbl_overrides.tsv	288	
tbl	tbl0.pak	0x012BD63D	New Stone 1	15592526e406	新石1	accepted	legacy/translations/tbl_overrides.tsv	289	
tbl	tbl0.pak	0x012BD7B9	New Stone 2	39d30008497f	新石2	accepted	legacy/translations/tbl_overrides.tsv	290	
tbl	tbl0.pak	0x012BD935	New Stone 3	2d47211e0c6d	新石3	accepted	legacy/translations/tbl_overrides.tsv	291	
tbl	tbl0.pak	0x012BDAB1	New Stone 4	2e98a068ff9f	新石4	accepted	legacy/translations/tbl_overrides.tsv	292	
tbl	tbl0.pak	0x012BDC2D	New Stone 5	4bcfd31f53da	新石5	accepted	legacy/translations/tbl_overrides.tsv	293	
tbl	tbl0.pak	0x012BDDA9	New Stone 6	f856f2f69430	新石6	accepted	legacy/translations/tbl_overrides.tsv	294	
tbl	tbl0.pak	0x012D5F99	Sky Dungeon Material 1	4f83a21a8359	天空副本材料1	accepted	legacy/translations/tbl_overrides.tsv	295	
tbl	tbl0.pak	0x012D6115	Sky Dungeon Material 2	8213e9366e51	天空副本材料2	accepted	legacy/translations/tbl_overrides.tsv	296	
tbl	tbl0.pak	0x012D6291	Sky Dungeon Material 3	d063816263dc	天空副本材料3	accepted	legacy/translations/tbl_overrides.tsv	297	
tbl	tbl0.pak	*	Halloween Wings	df4ce55900ef	万圣节翅膀	accepted	legacy/translations/tbl_overrides.tsv	300	wildcard_after_tbl0_refresh_20260628
tbl	tbl0.pak	*	Fairy Wings	d7923413956e	仙女翅膀	accepted	legacy/translations/tbl_overrides.tsv	301	wildcard_after_tbl0_refresh_20260628
tbl	tbl0.pak	0x0135CDE1	Buu Costume	546d1e41d8d7	布欧服装	accepted	legacy/translations/tbl_overrides.tsv	302	
tbl	tbl0.pak	0x0135D0D9	Xeno Goku Outfit	0381b5c71e80	异次元孙悟空套装	accepted	legacy/translations/tbl_overrides.tsv	303	
tbl	tbl0.pak	*	Hellfire Sword	d74b5c32eeed	地狱火剑	accepted	legacy/translations/tbl_overrides.tsv	304	wildcard_after_tbl0_refresh_20260628
tbl	tbl0.pak	0x0136DF01	GM Weapon Upgrade Stone U75	06344e9bc1c3	GM武器升级石U75	accepted	legacy/translations/tbl_overrides.tsv	305	
